Billable Flag,Date,Department,Employee,Expense Subtype,Expense Type,Expense Amount
N,8/7/20 0:00,Accounting,Merralee Castelot,Gasoline,Travel,19.67
N,8/6/19 0:00,Accounting,Carmen Lowther,Hotel,Travel,10.45
N,8/6/19 0:00,Accounting,Carmen Lowther,Hotel,Travel,94.97
N,8/25/19 0:00,Accounting,Carmen Lowther,Hotel,Travel,12.85
N,8/25/19 0:00,Accounting,Carmen Lowther,Hotel,Travel,160.64
N,10/12/19 0:00,Accounting,Carmen Lowther,Hotel,Travel,12.64
N,10/12/19 0:00,Accounting,Carmen Lowther,Hotel,Travel,140.43
N,10/12/19 0:00,Accounting,Carmen Lowther,Hotel,Travel,156.6
N,10/27/19 0:00,Accounting,Carmen Lowther,Hotel,Travel,156.6
N,8/6/20 0:00,Accounting,Carmen Lowther,Hotel,Travel,94.97
N,8/25/20 0:00,Accounting,Carmen Lowther,Hotel,Travel,12.85
N,8/25/20 0:00,Accounting,Carmen Lowther,Hotel,Travel,160.64
N,10/12/20 0:00,Accounting,Carmen Lowther,Hotel,Travel,12.64
N,10/12/20 0:00,Accounting,Carmen Lowther,Hotel,Travel,140.43
N,10/12/20 0:00,Accounting,Carmen Lowther,Hotel,Travel,156.6
N,10/27/20 0:00,Accounting,Carmen Lowther,Hotel,Travel,156.6
N,8/11/19 0:00,Accounting,Eberto Blandamore,Hotel,Travel,26.27
N,8/28/19 0:00,Accounting,Eberto Blandamore,Hotel,Travel,309.73
N,9/18/19 0:00,Accounting,Eberto Blandamore,Hotel,Travel,309.73
N,8/11/20 0:00,Accounting,Eberto Blandamore,Hotel,Travel,26.27
N,8/28/20 0:00,Accounting,Eberto Blandamore,Hotel,Travel,309.73
N,9/18/20 0:00,Accounting,Eberto Blandamore,Hotel,Travel,309.73
N,8/7/19 0:00,Accounting,Merralee Castelot,Hotel,Travel,65.67
N,8/7/19 0:00,Accounting,Merralee Castelot,Hotel,Travel,79.81
N,8/7/20 0:00,Accounting,Merralee Castelot,Hotel,Travel,65.67
N,8/7/20 0:00,Accounting,Merralee Castelot,Hotel,Travel,79.81
N,7/11/19 0:00,Accounting,Murial Narraway,Hotel,Travel,11.32
N,7/11/19 0:00,Accounting,Murial Narraway,Hotel,Travel,141.39
N,7/11/20 0:00,Accounting,Murial Narraway,Hotel,Travel,11.32
N,7/11/20 0:00,Accounting,Murial Narraway,Hotel,Travel,141.39
N,7/29/19 0:00,Accounting,Eberto Blandamore,Mileage,Travel,22.46
N,8/11/19 0:00,Accounting,Eberto Blandamore,Mileage,Travel,23.64
N,7/29/20 0:00,Accounting,Eberto Blandamore,Mileage,Travel,22.46
N,8/11/20 0:00,Accounting,Eberto Blandamore,Mileage,Travel,23.64
N,1/30/19 0:00,Accounting,Murial Narraway,Mileage,Travel,445.63
N,1/30/20 0:00,Accounting,Murial Narraway,Mileage,Travel,445.63
N,8/6/19 0:00,Accounting,Carmen Lowther,Parking,Travel,40.41
N,10/12/19 0:00,Accounting,Carmen Lowther,Parking,Travel,40.41
N,8/6/20 0:00,Accounting,Carmen Lowther,Parking,Travel,40.41
N,10/12/20 0:00,Accounting,Carmen Lowther,Parking,Travel,40.41
N,1/23/19 0:00,Accounting,Corena McAndrew,Parking,Travel,60.62
N,10/7/19 0:00,Accounting,Corena McAndrew,Parking,Travel,50.52
N,1/23/20 0:00,Accounting,Corena McAndrew,Parking,Travel,60.62
N,10/7/20 0:00,Accounting,Corena McAndrew,Parking,Travel,50.52
N,7/29/19 0:00,Accounting,Eberto Blandamore,Parking,Travel,55.57
N,7/29/20 0:00,Accounting,Eberto Blandamore,Parking,Travel,55.57
N,7/11/19 0:00,Accounting,Murial Narraway,Parking,Travel,30.31
N,9/30/19 0:00,Accounting,Murial Narraway,Parking,Travel,45.51
N,7/11/20 0:00,Accounting,Murial Narraway,Parking,Travel,30.31
N,9/30/20 0:00,Accounting,Murial Narraway,Parking,Travel,45.51
N,9/8/19 0:00,Accounting,Nadia Nicklen,Parking,Travel,112.35
N,9/19/19 0:00,Accounting,Nadia Nicklen,Parking,Travel,111.13
N,9/8/20 0:00,Accounting,Nadia Nicklen,Parking,Travel,112.35
N,9/19/20 0:00,Accounting,Nadia Nicklen,Parking,Travel,111.13
N,8/6/19 0:00,Accounting,Carmen Lowther,Taxi,Travel,28.29
N,8/6/20 0:00,Accounting,Carmen Lowther,Taxi,Travel,28.29
N,10/7/19 0:00,Accounting,Corena McAndrew,Taxi,Travel,14.92
N,10/7/19 0:00,Accounting,Corena McAndrew,Taxi,Travel,24.47
N,10/7/20 0:00,Accounting,Corena McAndrew,Taxi,Travel,14.92
N,10/7/20 0:00,Accounting,Corena McAndrew,Taxi,Travel,24.47
N,8/11/19 0:00,Accounting,Eberto Blandamore,Taxi,Travel,73.96
N,8/11/20 0:00,Accounting,Eberto Blandamore,Taxi,Travel,73.96
N,1/23/19 0:00,Accounting,Merralee Castelot,Taxi,Travel,15.81
N,1/23/19 0:00,Accounting,Merralee Castelot,Taxi,Travel,50.52
N,1/23/20 0:00,Accounting,Merralee Castelot,Taxi,Travel,15.81
N,1/23/20 0:00,Accounting,Merralee Castelot,Taxi,Travel,50.52
N,9/30/19 0:00,Accounting,Murial Narraway,Taxi,Travel,25.41
N,9/30/19 0:00,Accounting,Murial Narraway,Taxi,Travel,41.17
N,9/30/20 0:00,Accounting,Murial Narraway,Taxi,Travel,25.41
N,9/30/20 0:00,Accounting,Murial Narraway,Taxi,Travel,41.17
N,9/8/19 0:00,Accounting,Nadia Nicklen,Taxi,Travel,17.49
N,9/8/19 0:00,Accounting,Nadia Nicklen,Taxi,Travel,18.01
N,9/8/19 0:00,Accounting,Nadia Nicklen,Taxi,Travel,28.07
N,9/19/19 0:00,Accounting,Nadia Nicklen,Taxi,Travel,19.07
N,9/19/19 0:00,Accounting,Nadia Nicklen,Taxi,Travel,22.41
N,9/19/19 0:00,Accounting,Nadia Nicklen,Taxi,Travel,29.67
N,9/19/19 0:00,Accounting,Nadia Nicklen,Taxi,Travel,34.64
N,9/8/20 0:00,Accounting,Nadia Nicklen,Taxi,Travel,17.49
N,9/8/20 0:00,Accounting,Nadia Nicklen,Taxi,Travel,18.01
N,9/8/20 0:00,Accounting,Nadia Nicklen,Taxi,Travel,28.07
N,9/19/20 0:00,Accounting,Nadia Nicklen,Taxi,Travel,19.07
N,9/19/20 0:00,Accounting,Nadia Nicklen,Taxi,Travel,22.41
N,9/19/20 0:00,Accounting,Nadia Nicklen,Taxi,Travel,29.67
N,9/19/20 0:00,Accounting,Nadia Nicklen,Taxi,Travel,34.64
N,3/3/19 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,14.31
N,3/3/19 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,14.87
N,3/3/19 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,15.8
N,3/3/19 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,38.16
N,9/29/19 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,18.19
N,9/29/19 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,18.76
N,9/29/19 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,22.2
N,9/29/19 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,30.2
N,3/3/20 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,14.31
N,3/3/20 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,14.87
N,3/3/20 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,15.8
N,3/3/20 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,38.16
N,9/29/20 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,18.19
N,9/29/20 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,18.76
N,9/29/20 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,22.2
N,9/29/20 0:00,Accounting,Shalom MacLaverty,Taxi,Travel,30.2
N,11/16/19 0:00,C-level,Carmen Lowther,Airfare,Travel,196.2
N,11/16/19 0:00,C-level,Carmen Lowther,Airfare,Travel,213.38
N,11/16/20 0:00,C-level,Carmen Lowther,Airfare,Travel,196.2
N,11/16/20 0:00,C-level,Carmen Lowther,Airfare,Travel,213.38
N,1/26/19 0:00,C-level,Conney Greetham,Airfare,Travel,50.52
N,1/26/19 0:00,C-level,Conney Greetham,Airfare,Travel,532.63
N,1/26/19 0:00,C-level,Conney Greetham,Airfare,Travel,552.84
N,2/12/19 0:00,C-level,Conney Greetham,Airfare,Travel,276.42
N,2/12/19 0:00,C-level,Conney Greetham,Airfare,Travel,400.68
N,2/12/19 0:00,C-level,Conney Greetham,Airfare,Travel,583.15
N,2/16/19 0:00,C-level,Conney Greetham,Airfare,Travel,276.42
N,2/16/19 0:00,C-level,Conney Greetham,Airfare,Travel,422.51
N,2/16/19 0:00,C-level,Conney Greetham,Airfare,Travel,431.2
N,2/16/19 0:00,C-level,Conney Greetham,Airfare,Travel,534.04
N,2/16/19 0:00,C-level,Conney Greetham,Airfare,Travel,545.16
N,3/3/19 0:00,C-level,Conney Greetham,Airfare,Travel,221.86
N,3/3/19 0:00,C-level,Conney Greetham,Airfare,Travel,276.42
N,3/3/19 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,3/3/19 0:00,C-level,Conney Greetham,Airfare,Travel,951.3
N,3/10/19 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,3/10/19 0:00,C-level,Conney Greetham,Airfare,Travel,411.8
N,3/10/19 0:00,C-level,Conney Greetham,Airfare,Travel,463.32
N,3/19/19 0:00,C-level,Conney Greetham,Airfare,Travel,149.12
N,3/19/19 0:00,C-level,Conney Greetham,Airfare,Travel,399.17
N,3/24/19 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,4/13/19 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,4/13/19 0:00,C-level,Conney Greetham,Airfare,Travel,295.71
N,4/13/19 0:00,C-level,Conney Greetham,Airfare,Travel,505.15
N,4/17/19 0:00,C-level,Conney Greetham,Airfare,Travel,266.32
N,4/17/19 0:00,C-level,Conney Greetham,Airfare,Travel,268.34
N,4/17/19 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,4/23/19 0:00,C-level,Conney Greetham,Airfare,Travel,130.93
N,4/23/19 0:00,C-level,Conney Greetham,Airfare,Travel,161.85
N,4/23/19 0:00,C-level,Conney Greetham,Airfare,Travel,275.51
N,4/23/19 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,4/23/19 0:00,C-level,Conney Greetham,Airfare,Travel,573.04
N,4/23/19 0:00,C-level,Conney Greetham,Airfare,Travel,810.82
N,4/23/19 0:00,C-level,Conney Greetham,Airfare,Travel,2146
N,5/8/19 0:00,C-level,Conney Greetham,Airfare,Travel,377.55
N,5/8/19 0:00,C-level,Conney Greetham,Airfare,Travel,786.22
N,5/21/19 0:00,C-level,Conney Greetham,Airfare,Travel,252.17
N,5/21/19 0:00,C-level,Conney Greetham,Airfare,Travel,291.57
N,5/21/19 0:00,C-level,Conney Greetham,Airfare,Travel,620.93
N,6/9/19 0:00,C-level,Conney Greetham,Airfare,Travel,132.05
N,6/9/19 0:00,C-level,Conney Greetham,Airfare,Travel,158.21
N,6/9/19 0:00,C-level,Conney Greetham,Airfare,Travel,291.57
N,6/9/19 0:00,C-level,Conney Greetham,Airfare,Travel,369.87
N,6/9/19 0:00,C-level,Conney Greetham,Airfare,Travel,431.1
N,6/16/19 0:00,C-level,Conney Greetham,Airfare,Travel,252.58
N,6/16/19 0:00,C-level,Conney Greetham,Airfare,Travel,810.82
N,1/26/20 0:00,C-level,Conney Greetham,Airfare,Travel,50.52
N,1/26/20 0:00,C-level,Conney Greetham,Airfare,Travel,532.63
N,1/26/20 0:00,C-level,Conney Greetham,Airfare,Travel,552.84
N,2/12/20 0:00,C-level,Conney Greetham,Airfare,Travel,276.42
N,2/12/20 0:00,C-level,Conney Greetham,Airfare,Travel,400.68
N,2/12/20 0:00,C-level,Conney Greetham,Airfare,Travel,583.15
N,2/16/20 0:00,C-level,Conney Greetham,Airfare,Travel,276.42
N,2/16/20 0:00,C-level,Conney Greetham,Airfare,Travel,422.51
N,2/16/20 0:00,C-level,Conney Greetham,Airfare,Travel,431.2
N,2/16/20 0:00,C-level,Conney Greetham,Airfare,Travel,534.04
N,2/16/20 0:00,C-level,Conney Greetham,Airfare,Travel,545.16
N,3/3/20 0:00,C-level,Conney Greetham,Airfare,Travel,221.86
N,3/3/20 0:00,C-level,Conney Greetham,Airfare,Travel,276.42
N,3/3/20 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,3/3/20 0:00,C-level,Conney Greetham,Airfare,Travel,951.3
N,3/10/20 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,3/10/20 0:00,C-level,Conney Greetham,Airfare,Travel,411.8
N,3/10/20 0:00,C-level,Conney Greetham,Airfare,Travel,463.32
N,3/19/20 0:00,C-level,Conney Greetham,Airfare,Travel,149.12
N,3/19/20 0:00,C-level,Conney Greetham,Airfare,Travel,399.17
N,3/24/20 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,4/13/20 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,4/13/20 0:00,C-level,Conney Greetham,Airfare,Travel,295.71
N,4/13/20 0:00,C-level,Conney Greetham,Airfare,Travel,505.15
N,4/17/20 0:00,C-level,Conney Greetham,Airfare,Travel,266.32
N,4/17/20 0:00,C-level,Conney Greetham,Airfare,Travel,268.34
N,4/17/20 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,4/23/20 0:00,C-level,Conney Greetham,Airfare,Travel,130.93
N,4/23/20 0:00,C-level,Conney Greetham,Airfare,Travel,161.85
N,4/23/20 0:00,C-level,Conney Greetham,Airfare,Travel,275.51
N,4/23/20 0:00,C-level,Conney Greetham,Airfare,Travel,286.52
N,4/23/20 0:00,C-level,Conney Greetham,Airfare,Travel,573.04
N,4/23/20 0:00,C-level,Conney Greetham,Airfare,Travel,810.82
N,4/23/20 0:00,C-level,Conney Greetham,Airfare,Travel,2146
N,5/8/20 0:00,C-level,Conney Greetham,Airfare,Travel,377.55
N,5/8/20 0:00,C-level,Conney Greetham,Airfare,Travel,786.22
N,5/21/20 0:00,C-level,Conney Greetham,Airfare,Travel,252.17
N,5/21/20 0:00,C-level,Conney Greetham,Airfare,Travel,291.57
N,5/21/20 0:00,C-level,Conney Greetham,Airfare,Travel,620.93
N,6/9/20 0:00,C-level,Conney Greetham,Airfare,Travel,132.05
N,6/9/20 0:00,C-level,Conney Greetham,Airfare,Travel,158.21
N,6/9/20 0:00,C-level,Conney Greetham,Airfare,Travel,291.57
N,6/9/20 0:00,C-level,Conney Greetham,Airfare,Travel,369.87
N,6/9/20 0:00,C-level,Conney Greetham,Airfare,Travel,431.1
N,6/16/20 0:00,C-level,Conney Greetham,Airfare,Travel,252.58
N,6/16/20 0:00,C-level,Conney Greetham,Airfare,Travel,810.82
N,12/15/19 0:00,C-level,Eberto Blandamore,Airfare,Travel,618.1
N,12/15/20 0:00,C-level,Eberto Blandamore,Airfare,Travel,618.1
N,10/17/20 0:00,C-level,Freemon Shortin,Airfare,Travel,518.49
N,10/17/20 0:00,C-level,Freemon Shortin,Airfare,Travel,1904.31
N,11/7/20 0:00,C-level,Freemon Shortin,Airfare,Travel,434.63
N,11/7/20 0:00,C-level,Freemon Shortin,Airfare,Travel,964.74
N,11/29/20 0:00,C-level,Freemon Shortin,Airfare,Travel,417.46
N,11/29/20 0:00,C-level,Freemon Shortin,Airfare,Travel,1262.77
N,12/20/20 0:00,C-level,Freemon Shortin,Airfare,Travel,239.64
N,12/20/20 0:00,C-level,Freemon Shortin,Airfare,Travel,339.46
N,12/20/20 0:00,C-level,Freemon Shortin,Airfare,Travel,489.79
N,12/20/20 0:00,C-level,Freemon Shortin,Airfare,Travel,882.8
N,11/13/19 0:00,C-level,Tiphany Trodden,Airfare,Travel,752.88
N,11/13/20 0:00,C-level,Tiphany Trodden,Airfare,Travel,752.88
N,11/16/19 0:00,C-level,Carmen Lowther,Car Rental,Travel,253.52
N,11/24/19 0:00,C-level,Carmen Lowther,Car Rental,Travel,66.14
N,11/24/19 0:00,C-level,Carmen Lowther,Car Rental,Travel,183.19
N,11/16/20 0:00,C-level,Carmen Lowther,Car Rental,Travel,253.52
N,11/24/20 0:00,C-level,Carmen Lowther,Car Rental,Travel,66.14
N,11/24/20 0:00,C-level,Carmen Lowther,Car Rental,Travel,183.19
N,1/26/19 0:00,C-level,Conney Greetham,Car Rental,Travel,354.61
N,2/12/19 0:00,C-level,Conney Greetham,Car Rental,Travel,415.64
N,2/16/19 0:00,C-level,Conney Greetham,Car Rental,Travel,94.5
N,2/23/19 0:00,C-level,Conney Greetham,Car Rental,Travel,273.38
N,3/3/19 0:00,C-level,Conney Greetham,Car Rental,Travel,94.5
N,3/3/19 0:00,C-level,Conney Greetham,Car Rental,Travel,163.8
N,3/10/19 0:00,C-level,Conney Greetham,Car Rental,Travel,196.08
N,3/10/19 0:00,C-level,Conney Greetham,Car Rental,Travel,314.78
N,3/19/19 0:00,C-level,Conney Greetham,Car Rental,Travel,120.2
N,4/13/19 0:00,C-level,Conney Greetham,Car Rental,Travel,186.37
N,4/13/19 0:00,C-level,Conney Greetham,Car Rental,Travel,352.91
N,4/17/19 0:00,C-level,Conney Greetham,Car Rental,Travel,245.06
N,4/29/19 0:00,C-level,Conney Greetham,Car Rental,Travel,168.77
N,5/8/19 0:00,C-level,Conney Greetham,Car Rental,Travel,245.06
N,5/21/19 0:00,C-level,Conney Greetham,Car Rental,Travel,385.11
N,6/9/19 0:00,C-level,Conney Greetham,Car Rental,Travel,379.74
N,6/16/19 0:00,C-level,Conney Greetham,Car Rental,Travel,101.54
N,1/26/20 0:00,C-level,Conney Greetham,Car Rental,Travel,354.61
N,2/12/20 0:00,C-level,Conney Greetham,Car Rental,Travel,415.64
N,2/16/20 0:00,C-level,Conney Greetham,Car Rental,Travel,94.5
N,2/23/20 0:00,C-level,Conney Greetham,Car Rental,Travel,273.38
N,3/3/20 0:00,C-level,Conney Greetham,Car Rental,Travel,94.5
N,3/3/20 0:00,C-level,Conney Greetham,Car Rental,Travel,163.8
N,3/10/20 0:00,C-level,Conney Greetham,Car Rental,Travel,196.08
N,3/10/20 0:00,C-level,Conney Greetham,Car Rental,Travel,314.78
N,3/19/20 0:00,C-level,Conney Greetham,Car Rental,Travel,120.2
N,4/13/20 0:00,C-level,Conney Greetham,Car Rental,Travel,186.37
N,4/13/20 0:00,C-level,Conney Greetham,Car Rental,Travel,352.91
N,4/17/20 0:00,C-level,Conney Greetham,Car Rental,Travel,245.06
N,4/29/20 0:00,C-level,Conney Greetham,Car Rental,Travel,168.77
N,5/8/20 0:00,C-level,Conney Greetham,Car Rental,Travel,245.06
N,5/21/20 0:00,C-level,Conney Greetham,Car Rental,Travel,385.11
N,6/9/20 0:00,C-level,Conney Greetham,Car Rental,Travel,379.74
N,6/16/20 0:00,C-level,Conney Greetham,Car Rental,Travel,101.54
N,10/17/20 0:00,C-level,Freemon Shortin,Car Rental,Travel,339.25
N,12/20/20 0:00,C-level,Freemon Shortin,Car Rental,Travel,66.17
N,11/16/19 0:00,C-level,Carmen Lowther,Gasoline,Travel,11.87
N,11/16/20 0:00,C-level,Carmen Lowther,Gasoline,Travel,11.87
N,6/9/19 0:00,C-level,Conney Greetham,Gasoline,Travel,36.05
N,6/9/19 0:00,C-level,Conney Greetham,Gasoline,Travel,38.59
N,6/9/20 0:00,C-level,Conney Greetham,Gasoline,Travel,36.05
N,6/9/20 0:00,C-level,Conney Greetham,Gasoline,Travel,38.59
N,11/16/19 0:00,C-level,Carmen Lowther,Hotel,Travel,130.33
N,11/24/19 0:00,C-level,Carmen Lowther,Hotel,Travel,156.6
N,11/16/20 0:00,C-level,Carmen Lowther,Hotel,Travel,130.33
N,11/24/20 0:00,C-level,Carmen Lowther,Hotel,Travel,156.6
N,2/12/19 0:00,C-level,Conney Greetham,Hotel,Travel,98
N,2/12/19 0:00,C-level,Conney Greetham,Hotel,Travel,181.52
N,2/12/19 0:00,C-level,Conney Greetham,Hotel,Travel,229.2
N,2/23/19 0:00,C-level,Conney Greetham,Hotel,Travel,21.71
N,2/23/19 0:00,C-level,Conney Greetham,Hotel,Travel,170.74
N,3/10/19 0:00,C-level,Conney Greetham,Hotel,Travel,302.52
N,3/19/19 0:00,C-level,Conney Greetham,Hotel,Travel,230.16
N,4/17/19 0:00,C-level,Conney Greetham,Hotel,Travel,213.8
N,5/8/19 0:00,C-level,Conney Greetham,Hotel,Travel,227.19
N,5/8/19 0:00,C-level,Conney Greetham,Hotel,Travel,447.9
N,5/21/19 0:00,C-level,Conney Greetham,Hotel,Travel,155.59
N,5/21/19 0:00,C-level,Conney Greetham,Hotel,Travel,221.38
N,2/12/20 0:00,C-level,Conney Greetham,Hotel,Travel,98
N,2/12/20 0:00,C-level,Conney Greetham,Hotel,Travel,181.52
N,2/12/20 0:00,C-level,Conney Greetham,Hotel,Travel,229.2
N,2/23/20 0:00,C-level,Conney Greetham,Hotel,Travel,21.71
N,2/23/20 0:00,C-level,Conney Greetham,Hotel,Travel,170.74
N,3/10/20 0:00,C-level,Conney Greetham,Hotel,Travel,302.52
N,3/19/20 0:00,C-level,Conney Greetham,Hotel,Travel,230.16
N,4/17/20 0:00,C-level,Conney Greetham,Hotel,Travel,213.8
N,5/8/20 0:00,C-level,Conney Greetham,Hotel,Travel,227.19
N,5/8/20 0:00,C-level,Conney Greetham,Hotel,Travel,447.9
N,5/21/20 0:00,C-level,Conney Greetham,Hotel,Travel,155.59
N,5/21/20 0:00,C-level,Conney Greetham,Hotel,Travel,221.38
N,10/17/20 0:00,C-level,Freemon Shortin,Hotel,Travel,169.12
N,11/7/20 0:00,C-level,Freemon Shortin,Hotel,Travel,43.31
N,11/7/20 0:00,C-level,Freemon Shortin,Hotel,Travel,49.42
N,11/7/20 0:00,C-level,Freemon Shortin,Hotel,Travel,53.44
N,11/7/20 0:00,C-level,Freemon Shortin,Hotel,Travel,156.6
N,11/7/20 0:00,C-level,Freemon Shortin,Hotel,Travel,288.71
N,11/7/20 0:00,C-level,Freemon Shortin,Hotel,Travel,329.51
N,11/7/20 0:00,C-level,Freemon Shortin,Hotel,Travel,356.27
N,11/29/20 0:00,C-level,Freemon Shortin,Hotel,Travel,11.46
N,11/29/20 0:00,C-level,Freemon Shortin,Hotel,Travel,17.19
N,11/29/20 0:00,C-level,Freemon Shortin,Hotel,Travel,19.09
N,11/29/20 0:00,C-level,Freemon Shortin,Hotel,Travel,156.6
N,11/29/20 0:00,C-level,Freemon Shortin,Hotel,Travel,190.95
N,12/20/20 0:00,C-level,Freemon Shortin,Hotel,Travel,17.75
N,12/20/20 0:00,C-level,Freemon Shortin,Hotel,Travel,26.81
N,12/20/20 0:00,C-level,Freemon Shortin,Hotel,Travel,110.12
N,12/20/20 0:00,C-level,Freemon Shortin,Hotel,Travel,156.6
N,12/20/20 0:00,C-level,Freemon Shortin,Hotel,Travel,302.08
N,11/13/19 0:00,C-level,Tiphany Trodden,Hotel,Travel,16.12
N,11/13/19 0:00,C-level,Tiphany Trodden,Hotel,Travel,18.43
N,11/13/19 0:00,C-level,Tiphany Trodden,Hotel,Travel,230.35
N,11/13/20 0:00,C-level,Tiphany Trodden,Hotel,Travel,16.12
N,11/13/20 0:00,C-level,Tiphany Trodden,Hotel,Travel,18.43
N,11/13/20 0:00,C-level,Tiphany Trodden,Hotel,Travel,230.35
N,1/26/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,2/12/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,2/23/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,3/3/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,3/19/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,4/13/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,4/17/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,4/29/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,5/8/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,5/21/19 0:00,C-level,Conney Greetham,Mileage,Travel,17.73
N,5/21/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,6/9/19 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,1/26/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,2/12/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,2/23/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,3/3/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,3/19/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,4/13/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,4/17/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,4/29/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,5/8/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,5/21/20 0:00,C-level,Conney Greetham,Mileage,Travel,17.73
N,5/21/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,6/9/20 0:00,C-level,Conney Greetham,Mileage,Travel,41.37
N,8/5/19 0:00,C-level,Eyde Oneile,Mileage,Travel,236.41
N,8/5/20 0:00,C-level,Eyde Oneile,Mileage,Travel,236.41
N,11/16/19 0:00,C-level,Carmen Lowther,Parking,Travel,36.37
N,11/24/19 0:00,C-level,Carmen Lowther,Parking,Travel,40.41
N,11/16/20 0:00,C-level,Carmen Lowther,Parking,Travel,36.37
N,11/24/20 0:00,C-level,Carmen Lowther,Parking,Travel,40.41
N,1/26/19 0:00,C-level,Conney Greetham,Parking,Travel,80.82
N,1/26/19 0:00,C-level,Conney Greetham,Parking,Travel,161.65
N,2/12/19 0:00,C-level,Conney Greetham,Parking,Travel,80.82
N,2/12/19 0:00,C-level,Conney Greetham,Parking,Travel,101.03
N,2/16/19 0:00,C-level,Conney Greetham,Parking,Travel,101.03
N,2/23/19 0:00,C-level,Conney Greetham,Parking,Travel,101.03
N,3/3/19 0:00,C-level,Conney Greetham,Parking,Travel,12.12
N,3/3/19 0:00,C-level,Conney Greetham,Parking,Travel,25.26
N,3/3/19 0:00,C-level,Conney Greetham,Parking,Travel,30.31
N,3/3/19 0:00,C-level,Conney Greetham,Parking,Travel,50.52
N,3/10/19 0:00,C-level,Conney Greetham,Parking,Travel,101.03
N,3/19/19 0:00,C-level,Conney Greetham,Parking,Travel,101.03
N,4/13/19 0:00,C-level,Conney Greetham,Parking,Travel,101.03
N,4/13/19 0:00,C-level,Conney Greetham,Parking,Travel,202.06
N,4/17/19 0:00,C-level,Conney Greetham,Parking,Travel,80.82
N,4/29/19 0:00,C-level,Conney Greetham,Parking,Travel,88.91
N,5/8/19 0:00,C-level,Conney Greetham,Parking,Travel,78.8
N,5/8/19 0:00,C-level,Conney Greetham,Parking,Travel,101.03
N,5/21/19 0:00,C-level,Conney Greetham,Parking,Travel,10.1
N,5/21/19 0:00,C-level,Conney Greetham,Parking,Travel,32.33
N,5/21/19 0:00,C-level,Conney Greetham,Parking,Travel,50.52
N,5/21/19 0:00,C-level,Conney Greetham,Parking,Travel,54.56
N,6/9/19 0:00,C-level,Conney Greetham,Parking,Travel,159.63
N,6/16/19 0:00,C-level,Conney Greetham,Parking,Travel,40.41
N,1/26/20 0:00,C-level,Conney Greetham,Parking,Travel,80.82
N,1/26/20 0:00,C-level,Conney Greetham,Parking,Travel,161.65
N,2/12/20 0:00,C-level,Conney Greetham,Parking,Travel,80.82
N,2/12/20 0:00,C-level,Conney Greetham,Parking,Travel,101.03
